cliente_id,idade,renda_mensal,gasto_mensal,frequencia_compra,ticket_medio,tempo_cliente_anos,score_engajamento,canal,regiao,plano,data_cadastro,segmento_latente
1011,32.0,6951.59,994.6,7.9,125.83,8.3,27.7,Site,Sudeste,Premium,2022-07-02,Tradicional
1012,33.0,6954.14,978.68,4.9,199.57,5.9,28.6,Loja física,Centro-Oeste,Premium,2026-06-04,Tradicional
1013,49.0,2653.97,454.51,6.0,75.99,6.0,29.6,Site,Sul,Básico,2023-06-16,Tradicional
1014,39.0,14122.07,3350.39,8.8,379.78,5.7,36.6,Site,Centro-Oeste,Básico,2022-03-13,Alto valor
1015,31.0,5200.84,1297.82,11.1,116.74,10.6,33.3,Loja física,Nordeste,Básico,2025-07-08,Jovem digital
1016,22.0,5597.64,1501.42,7.2,207.9,3.6,25.1,Aplicativo,Sudeste,Básico,2022-10-18,Jovem digital
1017,43.0,6315.78,627.6,1.9,325.95,2.2,-1.0,Site,Sudeste,Premium,2023-05-20,Tradicional
1018,53.0,9780.58,3496.84,9.0,388.66,11.3,40.2,Aplicativo,Norte,Básico,2025-02-06,Alto valor
1019,24.0,5335.56,1210.25,5.5,220.27,8.8,8.5,Loja física,Sudeste,Básico,2026-06-03,Jovem digital
1020,57.0,10012.01,972.93,5.7,170.64,13.2,20.6,Site,Nordeste,Básico,2026-02-25,Tradicional
1021,45.0,13614.21,3678.51,9.1,404.78,10.2,49.1,Aplicativo,Norte,Premium,2022-10-01,Alto valor
1022,50.0,12326.49,875.95,4.9,179.18,11.3,31.1,Aplicativo,Sudeste,Básico,2022-10-21,Tradicional
1023,40.0,19231.53,5146.16,7.9,653.02,7.4,29.7,Marketplace,Sudeste,VIP,2025-09-14,Alto valor
1024,40.0,8339.38,758.99,4.7,160.97,2.5,9.9,Aplicativo,Sul,Básico,2023-06-15,Tradicional
1025,41.0,4538.91,838.43,8.6,97.71,7.5,26.0,Aplicativo,Centro-Oeste,VIP,2022-05-11,Tradicional
1026,30.0,3613.8,1131.71,8.4,135.21,7.6,35.8,Aplicativo,Sul,Básico,2024-09-10,Jovem digital
1027,57.0,12697.64,3663.09,6.3,585.26,9.0,26.8,Site,Sudeste,Básico,2025-01-03,Alto valor
1028,29.0,6653.09,1796.41,11.9,151.16,5.6,54.8,Aplicativo,Sudeste,VIP,2026-07-30,Jovem digital
1029,50.0,4599.27,424.83,3.3,130.08,6.3,15.8,Loja física,Sudeste,Premium,2024-03-24,Tradicional
1030,33.0,8251.87,936.66,5.5,169.62,4.2,22.1,Loja física,Sudeste,Premium,2025-08-30,Tradicional
1031,23.0,12042.54,1404.23,3.4,414.19,9.5,10.5,Aplicativo,Sudeste,Premium,2024-06-12,Tradicional
1032,32.0,5094.09,611.93,1.0,591.31,10.7,13.1,Site,Centro-Oeste,Básico,2026-03-25,Tradicional
1033,35.0,4711.01,732.86,2.5,289.73,6.7,17.1,Aplicativo,Sudeste,Premium,2024-03-25,Tradicional
1034,54.0,26786.58,5845.6,6.6,881.88,9.6,28.5,Aplicativo,Nordeste,Básico,2025-02-02,Alto valor
1035,34.0,5878.43,809.89,4.1,199.18,4.3,13.5,Site,Centro-Oeste,Premium,2026-05-30,Tradicional
1036,52.0,8750.6,1037.74,3.5,297.95,10.2,25.3,Aplicativo,Sul,VIP,2026-01-06,Tradicional
1037,27.0,3835.11,1133.49,9.2,122.82,9.8,51.5,Marketplace,Sul,Premium,2023-11-02,Jovem digital
1038,58.0,7127.96,803.98,5.3,151.29,5.9,24.2,Site,Sudeste,Premium,2024-04-27,Tradicional
1039,64.0,9614.82,866.16,3.7,233.96,11.2,33.7,Aplicativo,Sul,Premium,2024-09-18,Tradicional
1040,26.0,4375.1,1397.6,9.2,151.14,6.9,40.9,Marketplace,Sudeste,Básico,2022-07-27,Jovem digital
1041,34.0,2907.43,1007.98,8.2,123.23,7.8,42.6,Site,Sudeste,Básico,2023-01-26,Jovem digital
1042,41.0,11838.32,1347.22,6.8,198.03,11.1,28.9,Aplicativo,Sul,Premium,2025-04-01,Tradicional
1043,42.0,5964.99,796.2,2.4,333.57,12.2,20.2,Site,Sudeste,Premium,2022-04-30,Tradicional
1044,48.0,9560.13,928.21,4.6,200.89,7.7,21.5,Marketplace,Sudeste,Básico,2024-10-02,Tradicional
1045,28.0,5391.46,1419.34,7.3,193.78,7.4,35.2,Site,Nordeste,Premium,2024-03-21,Jovem digital
1046,27.0,3122.6,946.04,5.8,163.43,5.9,30.8,Site,Sudeste,Básico,2024-03-22,Jovem digital
1047,34.0,6712.67,2091.4,11.9,175.92,5.2,42.9,Site,Sudeste,Premium,2025-11-15,Jovem digital
1048,44.0,8652.02,791.68,4.2,189.05,8.4,29.6,Aplicativo,Sudeste,Premium,2023-04-05,Tradicional
1049,44.0,7757.66,3038.07,10.6,287.31,9.4,38.4,Aplicativo,Sudeste,Básico,2025-08-15,Alto valor
1050,23.0,3018.3,1661.22,10.5,158.38,5.8,45.5,Site,Sul,Básico,2025-08-04,Jovem digital
1051,61.0,3949.31,447.32,4.4,102.55,7.8,30.5,Marketplace,Sul,Premium,2026-07-18,Tradicional
1052,32.0,4550.93,1341.6,9.4,142.59,5.3,40.0,Loja física,Sudeste,Básico,2025-10-03,Jovem digital
1053,25.0,6600.02,1829.24,12.4,147.91,4.4,43.5,Aplicativo,Sul,VIP,2024-04-27,Jovem digital
1054,18.0,4122.19,2025.05,16.2,124.94,2.7,57.6,Site,Norte,Básico,2023-09-01,Jovem digital
1055,18.0,3847.12,1553.97,8.0,194.34,5.4,23.3,Aplicativo,Sul,Básico,2025-07-29,Jovem digital
1056,46.0,5162.72,262.39,5.1,51.84,9.0,27.5,Aplicativo,Sul,Básico,2026-04-01,Tradicional
1057,41.0,15175.95,3468.85,9.7,357.93,9.7,43.1,Loja física,Sul,Premium,2023-04-15,Alto valor
1058,25.0,5572.24,1325.34,7.4,179.8,3.5,15.7,Aplicativo,Centro-Oeste,Premium,2023-09-11,Jovem digital
1059,45.0,10871.19,993.39,4.6,216.62,6.5,25.4,Loja física,Norte,Premium,2024-04-11,Tradicional
1060,51.0,4366.22,585.22,4.6,127.16,12.2,18.4,Site,Sudeste,VIP,2022-06-29,Tradicional
1061,48.0,19678.77,4616.82,9.1,506.88,7.9,33.4,Loja física,Sudeste,Premium,2023-06-10,Alto valor
1062,45.0,10164.84,962.86,3.5,274.82,8.0,20.4,Marketplace,Sudeste,Básico,2022-10-06,Tradicional
1063,26.0,4126.56,1440.51,6.9,208.07,5.2,21.2,Loja física,Nordeste,Básico,2025-07-15,Jovem digital
1064,38.0,8842.98,768.44,3.9,197.97,9.6,23.9,Marketplace,Sudeste,Premium,2024-04-06,Tradicional
1065,33.0,5547.64,1710.17,11.5,148.43,9.2,46.1,Loja física,Centro-Oeste,Básico,2024-10-06,Jovem digital
1066,47.0,14959.89,4385.26,6.7,656.79,10.7,26.3,Site,Sudeste,VIP,2022-05-14,Alto valor
1067,24.0,6365.73,1527.45,10.2,149.6,5.4,41.6,Aplicativo,Sul,Premium,2024-08-16,Jovem digital
1068,50.0,6546.7,775.53,4.5,173.74,6.5,15.1,Aplicativo,Sudeste,Premium,2025-04-16,Tradicional
1069,31.0,3488.55,1325.83,10.7,124.09,10.7,63.2,Loja física,Sul,Premium,2025-02-26,Jovem digital
1070,51.0,6308.19,910.25,8.3,110.27,10.6,36.6,Aplicativo,Sudeste,VIP,2025-08-22,Tradicional
1071,47.0,14201.11,3253.98,5.4,606.33,7.1,15.3,Marketplace,Nordeste,Premium,2022-07-10,Alto valor
1072,40.0,9139.0,857.73,4.9,173.62,10.5,19.6,Aplicativo,Sul,Premium,2024-07-07,Tradicional
1073,54.0,10351.75,962.48,7.3,132.58,7.7,40.2,Loja física,Sudeste,Básico,2024-03-17,Tradicional
1074,46.0,26801.18,5832.79,8.5,687.64,11.2,35.6,Aplicativo,Nordeste,Básico,2026-02-02,Alto valor
1075,54.0,20705.22,4958.81,6.9,723.16,12.4,24.5,Marketplace,Centro-Oeste,Básico,2025-02-28,Alto valor
1076,32.0,3034.98,1064.64,11.0,96.51,4.2,44.9,Aplicativo,Nordeste,VIP,2026-05-15,Jovem digital
1077,36.0,5489.69,727.62,5.9,124.19,8.2,24.1,Site,Nordeste,Premium,2022-02-12,Tradicional
1078,39.0,6601.31,792.35,2.9,269.92,9.0,24.8,Loja física,Sul,Premium,2024-01-19,Tradicional
1079,53.0,6347.37,844.91,4.6,182.28,14.9,39.2,Aplicativo,Centro-Oeste,Básico,2025-03-21,Tradicional
1080,18.0,4881.21,1932.56,18.8,103.04,3.0,62.0,Aplicativo,Sul,Premium,2022-05-30,Jovem digital
1081,26.0,5172.18,1960.63,15.1,129.73,9.0,75.3,Marketplace,Centro-Oeste,Básico,2024-12-24,Jovem digital
1082,34.0,17963.43,5420.44,13.1,412.39,6.6,33.6,Loja física,Nordeste,Premium,2023-01-22,Alto valor
1083,41.0,16415.66,4615.36,5.4,848.63,4.6,15.2,Aplicativo,Sudeste,Básico,2022-05-05,Alto valor
1084,42.0,15360.64,3749.48,6.3,596.63,7.3,25.6,Site,Sudeste,VIP,2025-01-04,Alto valor
1085,59.0,15504.91,3567.36,6.9,518.39,9.6,50.3,Aplicativo,Nordeste,Premium,2023-12-15,Alto valor
1086,29.0,4465.66,876.12,5.2,168.44,3.5,34.2,Aplicativo,Nordeste,Básico,2023-11-10,Tradicional
1087,40.0,10412.07,916.7,3.7,247.19,8.0,31.0,Site,Sul,Básico,2023-06-29,Tradicional
1088,35.0,8749.8,779.01,8.8,88.77,8.9,30.7,Aplicativo,Norte,Básico,2025-02-19,Tradicional
1089,41.0,9499.47,952.27,2.4,397.53,8.0,11.4,Site,Sul,Básico,2024-10-31,Tradicional
1090,54.0,6654.35,1172.52,6.0,195.73,7.7,20.6,Aplicativo,Sudeste,Básico,2025-01-19,Tradicional
1091,37.0,4127.76,1106.31,9.7,114.42,6.6,30.6,Loja física,Sul,Básico,2025-08-10,Jovem digital
1092,52.0,4307.12,679.92,4.5,149.58,8.7,36.0,Site,Sudeste,Básico,2024-10-09,Tradicional
1093,24.0,4542.3,1818.37,17.4,104.44,5.9,57.4,Aplicativo,Sul,Básico,2022-05-06,Jovem digital
1094,25.0,5581.05,1867.07,11.6,160.97,8.0,43.5,Marketplace,Centro-Oeste,Premium,2022-09-21,Jovem digital
1095,45.0,6033.19,340.79,1.8,190.46,8.6,21.8,Loja física,Sudeste,Básico,2026-07-16,Tradicional
1096,29.0,7283.44,961.25,2.5,377.26,2.8,-2.3,Aplicativo,Centro-Oeste,Básico,2023-04-24,Tradicional
1097,27.0,3922.43,1378.57,8.9,155.06,4.5,32.5,Marketplace,Nordeste,Premium,2023-12-16,Jovem digital
1098,43.0,10943.32,3942.51,10.4,379.94,8.1,32.1,Aplicativo,Sudeste,Básico,2023-09-24,Alto valor
1099,47.0,18417.64,4816.97,8.0,600.78,10.8,34.6,Aplicativo,Centro-Oeste,Premium,2026-07-14,Alto valor
1100,23.0,7499.2,1913.07,9.6,200.3,8.2,33.8,Site,Nordeste,VIP,2025-10-10,Jovem digital
1101,26.0,5264.95,1857.81,12.8,144.74,9.7,45.1,Aplicativo,Sul,Premium,2024-03-19,Jovem digital
1102,23.0,5676.09,1762.22,15.6,112.85,5.5,55.3,Loja física,Sudeste,Básico,2025-02-14,Jovem digital
1103,49.0,12686.61,4476.92,7.3,612.68,10.2,35.9,Site,Sudeste,Básico,2024-07-11,Alto valor
1104,42.0,11095.86,4179.82,11.2,372.47,4.2,36.9,Marketplace,Sul,Premium,2024-12-14,Alto valor
1105,38.0,3702.33,1236.36,11.3,109.26,8.0,46.5,Aplicativo,Sudeste,Premium,2026-05-14,Jovem digital
1106,45.0,3817.41,768.66,6.2,123.32,5.4,18.3,Aplicativo,Sudeste,Básico,2025-01-28,Tradicional
1107,27.0,3765.13,1380.91,8.8,157.58,5.6,38.4,Site,Centro-Oeste,Premium,2022-07-08,Jovem digital
1108,21.0,4847.27,2116.69,16.2,130.77,12.0,61.3,Aplicativo,Nordeste,Premium,2024-04-21,Jovem digital
1109,38.0,12632.77,3836.01,8.8,433.8,7.8,32.0,Marketplace,Nordeste,Premium,2025-10-02,Alto valor
1110,20.0,4678.48,1858.8,11.0,169.37,2.9,30.1,Loja física,Norte,Básico,2022-03-08,Jovem digital
1111,26.0,5824.8,1098.92,7.8,140.31,6.5,29.4,Loja física,Sudeste,Básico,2023-08-21,Jovem digital
1112,50.0,8997.27,866.64,3.3,264.48,7.3,33.5,Loja física,Sudeste,Básico,2022-12-03,Tradicional
1113,33.0,6156.06,773.08,6.5,118.82,4.2,24.1,Aplicativo,Nordeste,Básico,2025-04-20,Tradicional
1114,47.0,10449.1,4095.88,6.7,611.03,13.0,26.6,Aplicativo,Sudeste,Premium,2022-08-23,Alto valor
1115,50.0,10884.19,2724.54,7.4,369.66,10.9,42.5,Site,Sudeste,Básico,2024-11-09,Alto valor
1116,22.0,6147.1,1949.57,10.6,183.17,5.9,35.3,Loja física,Nordeste,Básico,2022-04-18,Jovem digital
1117,27.0,4157.9,913.81,12.6,72.51,4.8,45.8,Aplicativo,Sudeste,Básico,2026-03-25,Jovem digital
1118,50.0,14766.7,4856.04,11.0,442.58,7.8,37.5,Aplicativo,Sul,Premium,2023-06-19,Alto valor
1119,21.0,5946.98,1299.15,10.3,125.59,8.6,51.6,Loja física,Sul,Premium,2023-11-13,Jovem digital
1120,50.0,14057.61,4480.38,11.1,404.48,9.3,39.6,Aplicativo,Sul,Premium,2025-08-10,Alto valor
1121,46.0,8516.42,1142.97,7.0,164.05,0.9,33.1,Site,Sudeste,VIP,2023-09-27,Tradicional
1122,34.0,4980.43,1763.3,11.4,154.42,12.2,40.5,Aplicativo,Sudeste,VIP,2022-07-12,Jovem digital
1123,48.0,15160.44,5262.68,11.4,459.9,8.7,42.5,Site,Centro-Oeste,Básico,2026-02-21,Alto valor
1124,27.0,3699.1,1774.79,14.7,121.08,6.5,63.0,Site,Centro-Oeste,Básico,2022-07-06,Jovem digital
1125,47.0,5901.7,792.55,5.6,141.6,10.6,30.8,Marketplace,Sul,Premium,2024-04-11,Tradicional
1126,39.0,6756.57,770.54,5.5,140.67,8.2,44.5,Loja física,Sudeste,Premium,2022-07-27,Tradicional
1127,51.0,9568.27,1000.09,6.7,148.25,10.4,30.5,Aplicativo,Sul,Básico,2025-03-12,Tradicional
1128,50.0,6653.82,831.96,2.8,299.73,7.5,19.4,Loja física,Sudeste,VIP,2023-03-28,Tradicional
1129,45.0,14152.15,1469.41,7.6,192.76,5.1,44.2,Loja física,Sudeste,Básico,2026-04-08,Tradicional
1130,51.0,15806.82,3247.67,6.0,541.94,9.2,16.9,Loja física,Sudeste,VIP,2022-12-05,Alto valor
1131,43.0,14772.7,3387.74,3.8,894.12,10.9,11.4,Marketplace,Sudeste,Premium,2025-01-24,Alto valor
1132,42.0,6093.2,665.05,3.8,174.61,6.1,12.3,Loja física,Sudeste,Básico,2022-01-24,Tradicional
1133,36.0,5055.54,1363.36,9.6,142.03,5.1,41.4,Aplicativo,Sudeste,Premium,2022-07-09,Jovem digital
1134,44.0,5162.47,848.53,3.6,234.69,10.6,10.6,Site,Nordeste,Premium,2023-04-08,Tradicional
1135,46.0,10567.12,3508.68,7.9,443.37,7.0,36.9,Aplicativo,Sul,Premium,2026-01-17,Alto valor
1136,18.0,4152.35,1637.51,13.2,124.34,3.7,48.2,Site,Sudeste,Premium,2026-07-24,Jovem digital
1137,62.0,9460.59,1586.71,7.6,208.56,9.1,49.8,Marketplace,Sudeste,Básico,2024-10-22,Tradicional
1138,50.0,6825.89,798.63,6.8,118.27,8.4,38.7,Site,Centro-Oeste,Básico,2023-07-17,Tradicional
1139,28.0,3503.35,1266.52,12.0,105.59,2.2,41.5,Aplicativo,Sudeste,Básico,2023-06-06,Jovem digital
1140,39.0,7358.41,491.6,4.8,103.45,5.9,32.2,Marketplace,Sudeste,Básico,2022-12-20,Tradicional
1141,20.0,3046.06,1256.38,8.8,142.89,5.4,37.2,Loja física,Sul,Básico,2023-07-24,Jovem digital
1142,51.0,21092.97,5691.92,9.5,598.8,9.1,35.7,Aplicativo,Nordeste,Básico,2024-04-08,Alto valor
1143,53.0,16040.99,4941.74,10.2,484.55,11.6,35.3,Marketplace,Nordeste,Básico,2025-02-19,Alto valor
1144,52.0,22528.77,4612.53,3.3,1394.18,12.9,20.9,Aplicativo,Sudeste,Premium,2023-01-19,Alto valor
1145,42.0,9185.32,816.44,7.8,104.29,11.0,36.3,Site,Sudeste,Básico,2022-03-01,Tradicional
1146,34.0,3025.51,1070.05,8.1,131.34,8.7,36.3,Site,Sudeste,Básico,2024-07-24,Jovem digital
1147,41.0,4072.58,843.92,6.2,136.78,7.1,10.0,Marketplace,Sul,VIP,2023-02-10,Tradicional
1148,56.0,13057.26,3816.19,7.9,481.79,7.8,31.4,Aplicativo,Sudeste,VIP,2023-11-01,Alto valor
1149,58.0,2777.44,521.24,3.3,159.04,9.4,21.4,Aplicativo,Sudeste,Premium,2025-04-05,Tradicional
1150,41.0,13809.93,3627.79,7.7,468.23,8.8,38.2,Loja física,Sudeste,Básico,2026-02-08,Alto valor
1151,27.0,5007.65,1327.52,10.4,127.53,7.7,53.4,Marketplace,Norte,Premium,2024-06-12,Jovem digital
1152,48.0,14964.35,3949.48,4.5,873.9,9.7,26.7,Aplicativo,Sudeste,Básico,2026-04-01,Alto valor
1153,25.0,5979.36,1896.81,12.5,152.02,5.2,36.4,Aplicativo,Sudeste,Premium,2023-03-26,Jovem digital
1154,22.0,3785.19,1010.77,7.9,128.05,6.9,17.5,Marketplace,Centro-Oeste,VIP,2025-04-07,Jovem digital
1155,54.0,10155.84,828.08,2.9,282.3,11.9,28.6,Loja física,Nordeste,Básico,2026-06-26,Tradicional
1156,27.0,4948.35,822.24,6.6,124.57,7.7,22.1,Aplicativo,Sul,VIP,2022-12-27,Jovem digital
1157,29.0,2433.56,1222.74,9.9,123.72,6.0,43.7,Site,Nordeste,Premium,2025-05-19,Jovem digital
1158,29.0,4036.6,1514.3,10.1,150.14,4.1,46.3,Site,Sudeste,Básico,2024-03-03,Jovem digital
1159,46.0,5353.21,811.45,5.1,160.12,6.1,10.1,Loja física,Nordeste,Básico,2026-01-12,Tradicional
1160,58.0,8229.29,886.08,7.2,123.3,7.9,35.4,Site,Sudeste,Premium,2023-05-26,Tradicional
1161,24.0,3932.12,1134.47,10.6,106.61,6.0,49.5,Loja física,Norte,Básico,2026-05-26,Jovem digital
1162,54.0,8472.35,1001.73,4.4,225.12,10.2,33.7,Aplicativo,Sudeste,Básico,2025-08-27,Tradicional
1163,51.0,18885.51,4351.53,5.3,819.28,5.3,5.5,Loja física,Sul,Básico,2025-03-24,Alto valor
1164,27.0,5001.33,813.0,9.4,86.22,4.5,26.9,Aplicativo,Sul,VIP,2022-02-18,Jovem digital
1165,22.0,4128.82,1776.11,11.2,159.15,5.7,30.0,Marketplace,Sudeste,Básico,2022-05-19,Jovem digital
1166,53.0,15396.5,4679.23,7.9,589.68,6.8,36.2,Aplicativo,Sudeste,VIP,2025-01-12,Alto valor
1167,45.0,14341.53,4430.1,5.8,760.99,8.9,31.4,Aplicativo,Nordeste,Premium,2024-03-11,Alto valor
1168,47.0,5256.92,816.6,4.8,170.34,7.4,1.7,Aplicativo,Sudeste,Básico,2023-06-25,Tradicional
1169,47.0,12641.94,3784.88,6.7,565.63,6.5,25.5,Aplicativo,Norte,Básico,2025-11-08,Alto valor
1170,25.0,3698.89,1160.88,7.7,151.55,5.6,36.2,Site,Sudeste,Premium,2024-03-15,Jovem digital
1171,26.0,3838.27,1568.92,11.5,136.46,6.5,43.5,Loja física,Sul,Básico,2024-02-07,Jovem digital
1172,50.0,7672.33,745.42,4.6,163.23,6.5,22.7,Marketplace,Sul,Básico,2023-06-25,Tradicional
1173,22.0,3557.3,1179.79,11.0,106.78,4.6,35.7,Site,Sul,Básico,2026-06-30,Jovem digital
1174,45.0,4865.48,725.55,2.0,360.93,8.9,8.3,Site,Nordeste,Premium,2023-09-02,Tradicional
1175,40.0,5056.59,710.66,3.0,234.46,5.6,15.6,Aplicativo,Nordeste,Premium,2023-03-10,Tradicional
1176,55.0,5759.67,937.21,4.6,203.21,5.3,20.6,Loja física,Sul,Básico,2025-02-01,Tradicional
1177,30.0,11726.64,800.8,9.4,85.2,2.5,36.1,Aplicativo,Sul,Básico,2022-02-27,Tradicional
1178,27.0,3434.18,1204.66,10.3,116.53,4.7,42.3,Aplicativo,Sul,Básico,2024-09-22,Jovem digital
1179,31.0,4069.68,1204.67,8.7,138.11,3.2,30.7,Aplicativo,Sudeste,Premium,2024-08-02,Jovem digital
1180,30.0,3015.13,1477.1,6.9,214.56,5.2,35.7,Aplicativo,Sudeste,Básico,2023-02-13,Jovem digital
1181,39.0,6237.6,854.5,4.3,199.47,11.0,23.0,Site,Sudeste,VIP,2025-07-09,Tradicional
1182,36.0,4940.5,909.0,7.2,126.18,3.6,14.4,Aplicativo,Sul,Premium,2022-03-14,Jovem digital
1183,25.0,3896.11,1277.13,6.7,190.75,4.9,29.7,Aplicativo,Centro-Oeste,Básico,2026-06-30,Jovem digital
1184,22.0,6380.26,1816.66,15.6,116.81,10.0,59.7,Loja física,Sudeste,Premium,2025-12-02,Jovem digital
1185,29.0,2974.69,1294.72,12.6,103.09,6.9,50.0,Aplicativo,Sul,Premium,2022-10-21,Jovem digital
1186,41.0,13673.55,3682.25,7.1,520.94,6.6,19.0,Site,Sudeste,Premium,2024-04-03,Alto valor
1187,32.0,3370.96,1325.11,15.3,86.4,5.9,67.5,Site,Sul,Básico,2022-11-26,Jovem digital
1188,60.0,10834.84,3284.41,8.0,410.66,10.7,42.5,Marketplace,Nordeste,VIP,2024-10-31,Alto valor
1189,25.0,5256.5,1991.16,14.7,135.0,9.4,53.3,Loja física,Nordeste,Básico,2023-08-13,Jovem digital
1190,41.0,6869.41,580.99,3.6,161.73,6.2,10.7,Aplicativo,Nordeste,Premium,2024-03-27,Tradicional
1191,35.0,5700.36,434.61,5.4,79.76,4.9,30.9,Marketplace,Nordeste,Básico,2026-05-20,Tradicional
1192,27.0,6420.99,1632.25,13.8,118.24,2.5,35.6,Site,Sudeste,Básico,2024-10-31,Jovem digital
1193,39.0,17377.84,4476.41,3.4,1330.23,7.4,37.1,Aplicativo,Sul,VIP,2025-12-20,Alto valor
1194,48.0,26952.24,5956.07,4.5,1310.16,5.0,14.7,Loja física,Sudeste,Básico,2024-11-14,Alto valor
1195,48.0,13492.23,3870.56,5.3,735.8,7.2,38.2,Loja física,Centro-Oeste,Básico,2024-03-04,Alto valor
1196,30.0,6923.49,1652.03,13.5,122.19,4.1,44.0,Aplicativo,Nordeste,Premium,2022-01-26,Jovem digital
1197,22.0,2863.11,1362.25,14.7,92.78,7.6,65.8,Site,Sudeste,Básico,2022-05-30,Jovem digital
1198,56.0,7608.94,834.98,5.6,149.27,8.0,20.5,Aplicativo,Sudeste,Premium,2024-06-10,Tradicional
1199,30.0,4181.85,1492.67,10.1,148.13,7.0,38.8,Site,Sudeste,VIP,2024-04-22,Jovem digital
1200,43.0,5115.64,763.43,6.1,125.57,4.0,29.4,Marketplace,Norte,Básico,2024-04-19,Tradicional
1201,48.0,5672.58,971.37,2.8,344.02,8.6,24.0,Site,Sudeste,Premium,2025-11-14,Tradicional
1202,56.0,8473.45,825.57,4.3,191.91,6.5,29.5,Marketplace,Sul,VIP,2022-06-10,Tradicional
1203,59.0,13394.24,4592.48,6.7,681.89,8.6,26.6,Aplicativo,Sudeste,VIP,2025-01-06,Alto valor
1204,44.0,11048.89,1032.69,2.5,415.92,12.8,23.5,Loja física,Nordeste,Básico,2025-06-01,Tradicional
1205,37.0,4235.13,1104.0,10.3,106.77,9.1,52.0,Marketplace,Nordeste,Premium,2024-12-15,Jovem digital
1206,32.0,3385.32,1048.83,10.8,97.45,6.1,34.0,Loja física,Sudeste,Premium,2023-01-30,Jovem digital
1207,56.0,9191.4,740.22,4.9,149.75,16.6,39.4,Aplicativo,Nordeste,Básico,2023-11-11,Tradicional
1208,56.0,5824.21,358.63,3.0,119.12,7.1,15.9,Aplicativo,Sudeste,Premium,2022-04-02,Tradicional
1209,24.0,2794.87,1351.15,9.4,143.09,8.0,39.6,Aplicativo,Nordeste,Básico,2022-10-24,Jovem digital
1210,41.0,7231.96,795.9,3.7,215.22,3.9,16.4,Site,Sudeste,Básico,2025-09-04,Tradicional
1211,59.0,5854.77,516.36,5.7,90.72,9.1,21.6,Marketplace,Sul,Básico,2024-10-29,Tradicional
1212,60.0,12875.73,3987.05,10.1,394.72,6.6,36.1,Site,Sudeste,Premium,2025-12-17,Alto valor
1213,49.0,7949.48,1042.12,4.2,248.98,9.0,24.5,Aplicativo,Sul,Básico,2025-03-02,Tradicional
1214,23.0,5222.13,1496.27,10.0,149.26,5.4,35.7,Aplicativo,Sudeste,Básico,2023-02-07,Jovem digital
1215,25.0,4259.18,1285.56,8.3,154.64,4.8,43.2,Site,Sul,Básico,2025-09-21,Jovem digital
1216,44.0,5527.61,768.68,4.9,156.84,10.3,35.2,Site,Sudeste,Básico,2025-02-23,Tradicional
1217,24.0,4051.28,1741.76,8.5,205.25,4.1,32.7,Aplicativo,Sudeste,VIP,2022-11-17,Jovem digital
1218,52.0,7054.96,571.7,7.1,80.41,9.5,26.7,Loja física,Nordeste,Básico,2022-01-09,Tradicional
1219,24.0,5766.21,607.89,2.5,241.36,7.2,9.6,Aplicativo,Sul,Básico,2025-07-01,Tradicional
1220,28.0,5434.68,1402.73,8.2,172.02,2.5,43.2,Site,Sul,VIP,2025-04-20,Jovem digital
1221,27.0,4629.21,1655.16,9.7,170.63,4.0,25.9,Site,Sul,Básico,2022-05-31,Jovem digital
1222,26.0,6902.31,1652.17,9.0,183.09,5.8,34.9,Aplicativo,Sudeste,Básico,2024-02-17,Jovem digital
1223,49.0,13506.52,3910.46,9.3,422.08,9.8,42.4,Site,Centro-Oeste,Premium,2026-03-08,Alto valor
1224,23.0,2593.33,912.15,7.3,125.12,8.5,29.6,Loja física,Sudeste,Premium,2025-08-18,Tradicional
1225,36.0,4179.44,1096.99,7.8,141.21,6.4,22.9,Site,Norte,Básico,2025-09-28,Jovem digital
1226,49.0,10867.73,4880.62,11.3,432.02,7.7,36.8,Loja física,Centro-Oeste,Premium,2023-10-20,Alto valor
1227,48.0,6478.85,974.8,2.7,365.22,6.2,11.1,Site,Sudeste,Premium,2022-07-22,Tradicional
1228,45.0,5959.89,706.34,5.9,120.41,8.6,22.3,Aplicativo,Sudeste,Premium,2023-08-10,Tradicional
1229,50.0,9454.22,3490.31,10.2,343.06,7.8,50.5,Marketplace,Nordeste,Básico,2025-02-22,Alto valor
1230,33.0,3970.0,1093.76,10.7,102.61,5.8,38.9,Marketplace,Nordeste,Premium,2025-11-06,Jovem digital
1231,31.0,3286.59,1249.11,9.8,127.67,6.0,32.3,Aplicativo,Sudeste,Premium,2024-12-12,Jovem digital
1232,45.0,3896.09,783.73,4.6,170.95,9.2,25.6,Marketplace,Sudeste,Premium,2022-03-06,Tradicional
1233,25.0,3943.86,1379.19,11.4,120.92,4.2,44.6,Loja física,Sudeste,VIP,2024-09-14,Jovem digital
1234,36.0,6429.51,689.93,6.8,101.62,5.0,23.6,Aplicativo,Nordeste,Premium,2022-11-09,Tradicional
1235,25.0,2852.59,1425.86,13.4,106.78,6.5,55.1,Site,Nordeste,Premium,2024-10-16,Jovem digital
1236,23.0,4309.92,986.84,8.0,123.49,0.1,13.9,Aplicativo,Sudeste,Básico,2023-11-21,Jovem digital
1237,20.0,3115.49,1373.52,14.4,95.43,3.5,56.7,Site,Sul,Básico,2024-06-10,Jovem digital
